CustomerID;Coverage;Education;EmploymentStatus;Gender;Income;Location.Geo;Location.Code;Zone;Marital.Status;Monthly.Premium.Auto;Months.Since.Last.Claim;Months.Since.Policy.Inception;Number.of.Open.Complaints;Number.of.Policies;Policy.Type;Policy;Renew.Offer.Type;Sales.Channel;Total.Claim.Amount;Vehicle.Class;Vehicle.Size;Group.Clustering;Ratio.Clv.Prime_Tot;Clv
6540;Basic;Bachelor;Unemployed;M;0;17,7;80,1;Suburban;Single;65;11;46;0;3;Personal Auto;Personal L3;Offer3;Web;468;Four-Door Car;Medsize;Group.3;0,843478261;2522
6543;Extended;College;Unemployed;F;0;29,3;78,5;Suburban;Married;97;31;24;0;3;Personal Auto;Personal L3;Offer4;Call Center;638,371157;Four-Door Car;Medsize;Group.3;0,725785585;1689,628843
6549;Basic;Bachelor;Employed;M;51991;19,2;73,7;Rural;Married;73;4;95;0;1;Personal Auto;Personal L3;Offer2;Web;124,376921;Four-Door Car;Medsize;Group.3;0,982065332;6810,623079
6553;Basic;College;Unemployed;M;44606,39071;23;88,5;Suburban;Married;93,62241888;16;42;0;2;Personal Auto;Personal L3;Offer4;Branch;331,2;Four-Door Car;Medsize;Group.3;0,91577109;3600,941593
6575;Premium;High School or Below;Unemployed;M;0;18,8;71,4;Suburban;Single;102;25;48;0;1;Personal Auto;Personal L3;Offer2;Agent;976,112456;Four-Door Car;Medsize;Group.3;0,800630626;3919,887544
6587;Basic;Bachelor;Employed;M;53305;28,5;76,2;Suburban;Single;63;32;73;0;4;Corporate Auto;Corporate L2;Offer1;Call Center;302,4;Two-Door Car;Small;Group.3;0,934246575;4296,6
6595;Extended;Doctor;Unemployed;F;0;22,1;89,3;Suburban;Married;93,62241888;18;25;1;4;Corporate Auto;Corporate L2;Offer1;Agent;481,025786;Four-Door Car;Medsize;Group.3;0,79448265;1859,534686
6596;Extended;High School or Below;Employed;M;28505;17;77,8;Suburban;Married;88;0;93;0;2;Personal Auto;Personal L2;Offer4;Agent;422,4;Four-Door Car;Large;Group.3;0,948387097;7761,6
6598;Premium;High School or Below;Unemployed;M;0;21,5;89;Suburban;Single;261;33;44;0;1;Corporate Auto;Corporate L3;Offer4;Call Center;2759,794354;Luxury Car;Medsize;Group.3;0,759683529;8724,205646
6599;Extended;High School or Below;Employed;F;73661;22,2;90,5;Urban;Married;128;34;47;0;3;Personal Auto;Personal L3;Offer2;Call Center;404,329477;SUV;Medsize;Group.3;0,932790978;5611,670523
6600;Basic;Doctor;Employed;M;91890;18,3;73,4;Rural;Married;107;30;28;0;7;Personal Auto;Personal L2;Offer3;Agent;156,617415;SUV;Small;Group.3;0,947724494;2839,382585
6610;Basic;High School or Below;Unemployed;M;44606,39071;23,1;88,8;Suburban;Single;65;16;61;0;9;Corporate Auto;Corporate L2;Offer1;Agent;468;Two-Door Car;Medsize;Group.3;0,881967213;3497
6623;Basic;Doctor;Employed;M;52972;28,8;77,3;Suburban;Single;74;3;68;0;1;Special Auto;Special L3;Offer2;Call Center;355,2;Four-Door Car;Medsize;Group.3;0,929411765;4676,8
6625;Basic;Bachelor;Employed;M;79192;17,2;75,8;Suburban;Divorced;70;11;74;0;1;Personal Auto;Personal L3;Offer2;Call Center;336;Two-Door Car;Small;Group.3;0,935135135;4844
6630;Premium;High School or Below;Unemployed;M;44606,39071;29,1;76,1;Suburban;Single;93,62241888;17;1;0;2;Personal Auto;Personal L1;Offer3;Branch;753,6;Sports Car;Medsize;Group.3;-7,049354087;-659,9775811
6634;Extended;College;Employed;F;75180;22,3;88,5;Rural;Single;77;15;30;3;1;Corporate Auto;Corporate L3;Offer3;Agent;154,907769;Four-Door Car;Large;Group.3;0,93294036;2155,092231
6639;Extended;Bachelor;Unemployed;F;44606,39071;17,2;78,8;Suburban;Single;97;1;40;0;2;Personal Auto;Personal L1;Offer4;Web;1154,635974;Four-Door Car;Medsize;Group.3;0,702413409;2725,364026
6659;Extended;College;Employed;F;21897;17,2;79,5;Suburban;Single;139;19;67;0;2;Personal Auto;Personal L2;Offer2;Web;667,2;SUV;Medsize;Group.3;0,928358209;8645,8
6671;Extended;College;Employed;F;43630;28;77,7;Suburban;Divorced;99;33;30;0;3;Corporate Auto;Corporate L1;Offer3;Branch;475,2;Four-Door Car;Medsize;Group.3;0,84;2494,8
6674;Extended;College;Medical Leave;M;23811;22,7;89,5;Suburban;Divorced;130;20;8;0;1;Personal Auto;Personal L3;Offer1;Web;624;SUV;Large;Group.3;0,4;416
6677;Basic;College;Employed;F;23840;19,1;72,8;Suburban;Married;64;32;66;0;7;Personal Auto;Personal L2;Offer4;Call Center;307,2;Four-Door Car;Small;Group.3;0,927272727;3916,8
6679;Premium;College;Employed;M;95715;29,2;77,8;Rural;Married;119;0;52;2;2;Personal Auto;Personal L3;Offer1;Agent;148,98255;Four-Door Car;Medsize;Group.3;0,975923958;6039,01745
6681;Basic;College;Employed;M;83365;18,7;74,3;Suburban;Married;109;27;7;1;4;Personal Auto;Personal L1;Offer2;Branch;523,2;SUV;Medsize;Group.3;0,314285714;239,8
6689;Premium;Bachelor;Employed;F;25048;18,5;74,3;Suburban;Married;167;0;11;0;5;Personal Auto;Personal L1;Offer1;Agent;801,6;SUV;Medsize;Group.3;0,563636364;1035,4
6694;Basic;High School or Below;Medical Leave;M;26887;13,5;80,8;Suburban;Single;113;32;67;0;2;Special Auto;Special L3;Offer1;Web;542,4;SUV;Small;Group.3;0,928358209;7028,6
6700;Basic;High School or Below;Employed;M;49345;12,6;80,3;Urban;Married;69;10;12;0;7;Personal Auto;Personal L3;Offer2;Agent;251,075981;Two-Door Car;Medsize;Group.3;0,696768139;576,924019
6702;Basic;Master;Employed;M;44096;22,7;88,8;Suburban;Divorced;72;28;65;1;2;Personal Auto;Personal L2;Offer1;Branch;345,6;Four-Door Car;Small;Group.3;0,926153846;4334,4
6709;Basic;Bachelor;Unemployed;M;44606,39071;17,2;78,1;Suburban;Single;117;13;69;0;1;Personal Auto;Personal L1;Offer3;Web;842,4;Sports Car;Medsize;Group.3;0,895652174;7230,6
6712;Extended;Master;Employed;M;25748;17,2;79,1;Rural;Married;90;9;23;0;1;Personal Auto;Personal L1;Offer3;Call Center;117,871165;Four-Door Car;Medsize;Group.3;0,943057408;1952,128835
6730;Extended;High School or Below;Unemployed;M;44606,39071;17,2;77,6;Suburban;Single;205;14;63;0;4;Personal Auto;Personal L1;Offer1;Call Center;1476;Luxury Car;Medsize;Group.3;0,885714286;11439
6732;Basic;College;Employed;F;58542;16,9;78,8;Rural;Married;114;29;82;0;2;Personal Auto;Personal L3;Offer2;Branch;129,985718;SUV;Medsize;Group.3;0,98609481;9218,014282
6734;Basic;College;Employed;F;86901;17,1;79,5;Urban;Single;72;24;73;0;2;Personal Auto;Personal L2;Offer1;Agent;313,366255;Two-Door Car;Medsize;Group.3;0,940379327;4942,633745
6737;Extended;Master;Employed;M;73359;19,2;73,7;Rural;Married;94;17;24;0;2;Corporate Auto;Corporate L3;Offer2;Call Center;107,187926;Two-Door Car;Medsize;Group.3;0,952487621;2148,812074
6742;Basic;Bachelor;Employed;M;25949;19,1;72,6;Suburban;Married;104;0;28;0;3;Personal Auto;Personal L2;Offer2;Branch;499,2;SUV;Small;Group.3;0,828571429;2412,8
6762;Basic;High School or Below;Employed;F;91354;19,3;71,9;Suburban;Married;68;30;26;0;2;Special Auto;Special L2;Offer2;Agent;361,646987;Two-Door Car;Medsize;Group.3;0,795448537;1406,353013
6768;Basic;Master;Medical Leave;F;10211;19;73,9;Suburban;Divorced;119;7;16;0;7;Personal Auto;Personal L2;Offer3;Branch;571,2;SUV;Medsize;Group.3;0,7;1332,8
6769;Basic;Bachelor;Unemployed;F;0;18,5;72,5;Urban;Divorced;68;13;11;0;1;Corporate Auto;Corporate L3;Offer1;Call Center;296,692076;Four-Door Car;Medsize;Group.3;0,60335284;451,307924
6771;Basic;High School or Below;Employed;F;92766;17,8;80;Suburban;Married;71;17;15;0;2;Corporate Auto;Corporate L1;Offer2;Agent;379,029102;Two-Door Car;Large;Group.3;0,64410413;685,970898
6776;Basic;College;Employed;F;50071;18,6;71,3;Rural;Single;71;3;32;0;1;Personal Auto;Personal L2;Offer2;Agent;18,918935;Two-Door Car;Medsize;Group.3;0,991673004;2253,081065
6779;Extended;College;Employed;M;53058;18,8;73,6;Rural;Married;91;16;44;4;3;Personal Auto;Personal L2;Offer1;Agent;209,465295;Four-Door Car;Medsize;Group.3;0,94768599;3794,534705
6797;Basic;Bachelor;Employed;M;26790;17;78,6;Suburban;Married;71;4;41;0;1;Corporate Auto;Corporate L3;Offer2;Agent;340,8;Two-Door Car;Medsize;Group.3;0,882926829;2570,2
6805;Extended;Bachelor;Unemployed;F;0;19,1;71,7;Suburban;Divorced;95;13;20;0;5;Personal Auto;Personal L3;Offer1;Call Center;456;Two-Door Car;Large;Group.3;0,76;1444
6806;Premium;High School or Below;Unemployed;M;44606,39071;19;72,6;Suburban;Married;153;25;5;0;1;Personal Auto;Personal L1;Offer2;Web;1027,000029;SUV;Medsize;Group.3;-0,342483698;-262,000029
6807;Basic;Bachelor;Employed;M;65636;19,3;74,1;Suburban;Married;67;15;72;0;2;Personal Auto;Personal L2;Offer2;Call Center;321,6;Four-Door Car;Medsize;Group.3;0,933333333;4502,4
6817;Basic;Master;Disabled;F;12590;18,8;78;Rural;Married;73;22;1;0;2;Personal Auto;Personal L3;Offer1;Agent;132,503461;Two-Door Car;Medsize;Group.3;-0,815115904;-59,503461
6823;Extended;College;Disabled;F;27982;18,7;72,7;Rural;Divorced;87;15;74;0;1;Personal Auto;Personal L3;Offer4;Call Center;14,743099;Two-Door Car;Medsize;Group.3;0,997709988;6423,256901
6824;Basic;High School or Below;Employed;M;75741;18,1;78,3;Rural;Married;109;31;59;0;7;Corporate Auto;Corporate L3;Offer3;Agent;217,188864;SUV;Small;Group.3;0,966227824;6213,811136
6835;Basic;Master;Unemployed;M;0;28,8;76,8;Urban;Married;105;0;47;0;2;Personal Auto;Personal L1;Offer3;Agent;451,13986;Sports Car;Medsize;Group.3;0,908583615;4483,86014
6836;Extended;Bachelor;Employed;F;90035;28,5;76,8;Rural;Married;80;28;38;0;3;Personal Auto;Personal L3;Offer2;Call Center;141,628547;Four-Door Car;Medsize;Group.3;0,953411662;2898,371453
6861;Extended;Bachelor;Employed;F;39669;19,2;73,2;Suburban;Married;98;13;63;0;2;Personal Auto;Personal L3;Offer2;Agent;492,935479;Two-Door Car;Small;Group.3;0,920159462;5681,064521
6866;Basic;Master;Employed;F;57963;28,7;77,2;Rural;Divorced;61;11;63;0;1;Personal Auto;Personal L3;Offer2;Web;42,160829;Four-Door Car;Medsize;Group.3;0,989029188;3800,839171
6873;Premium;College;Disabled;M;27906;22,8;88,3;Suburban;Divorced;102;5;57;0;1;Personal Auto;Personal L3;Offer2;Call Center;489,6;Four-Door Car;Medsize;Group.3;0,915789474;5324,4
6884;Extended;Bachelor;Employed;F;83771;28,8;76,2;Urban;Married;133;26;18;0;1;Personal Auto;Personal L3;Offer4;Web;482,328161;Sports Car;Medsize;Group.3;0,798526249;1911,671839
6889;Basic;Bachelor;Employed;F;57052;17;78,5;Urban;Married;115;7;56;1;4;Corporate Auto;Corporate L3;Offer3;Agent;483,62724;SUV;Medsize;Group.3;0,924902602;5956,37276
6892;Premium;College;Employed;M;60475;17,7;77,7;Suburban;Married;107;9;18;0;1;Personal Auto;Personal L3;Offer2;Branch;513,6;Four-Door Car;Medsize;Group.3;0,733333333;1412,4
6902;Extended;Master;Employed;F;36094;19,4;73,4;Urban;Married;99;28;50;1;5;Personal Auto;Personal L1;Offer2;Branch;456,50357;Two-Door Car;Medsize;Group.3;0,907777057;4493,49643
6904;Basic;High School or Below;Unemployed;M;44606,39071;21,9;89,5;Suburban;Single;112;6;0;0;1;Corporate Auto;Corporate L1;Offer1;Call Center;587,861936;Sports Car;Medsize;Group.3;0;-587,861936
6908;Premium;High School or Below;Employed;F;36121;12,9;80,9;Suburban;Married;118;7;91;0;4;Personal Auto;Personal L3;Offer3;Call Center;1107,145019;Four-Door Car;Small;Group.3;0,896894671;9630,854981
6933;Extended;College;Unemployed;M;44606,39071;12,9;81,1;Suburban;Single;97;27;17;0;1;Personal Auto;Personal L2;Offer2;Call Center;1026,315988;Four-Door Car;Medsize;Group.3;0,377613106;622,684012
6940;Basic;College;Unemployed;M;0;16,6;77,7;Suburban;Single;62;20;88;0;6;Personal Auto;Personal L3;Offer1;Call Center;446,4;Two-Door Car;Medsize;Group.3;0,918181818;5009,6
6945;Premium;High School or Below;Unemployed;M;44606,39071;19,3;73,1;Suburban;Single;113;32;66;0;2;Personal Auto;Personal L3;Offer1;Agent;813,6;Four-Door Car;Medsize;Group.3;0,890909091;6644,4
6956;Extended;High School or Below;Unemployed;F;44606,39071;18,6;72,6;Suburban;Single;129;13;4;0;7;Personal Auto;Personal L1;Offer1;Call Center;1059,572464;SUV;Medsize;Group.3;-1,053435008;-543,572464
6972;Basic;Bachelor;Employed;F;39854;28,8;77,3;Urban;Divorced;66;6;4;0;7;Personal Auto;Personal L2;Offer2;Web;261,930545;Two-Door Car;Medsize;Group.3;0,007838845;2,069455
6974;Extended;High School or Below;Employed;F;32756;19,5;71,6;Urban;Married;93;18;67;0;2;Personal Auto;Personal L3;Offer1;Agent;381,118731;Two-Door Car;Medsize;Group.3;0,938835062;5849,881269
6979;Extended;Master;Employed;F;65727;19;71,9;Urban;Married;134;14;15;0;6;Corporate Auto;Corporate L2;Offer1;Agent;363,995013;SUV;Medsize;Group.3;0,818907954;1646,004987
6984;Basic;College;Employed;M;27756;18;79,8;Suburban;Married;93,62241888;6;52;0;8;Corporate Auto;Corporate L3;Offer1;Agent;735,733206;Two-Door Car;Small;Group.3;0,848874707;4132,632576
6987;Basic;College;Unemployed;F;44606,39071;12,3;81,3;Suburban;Single;69;7;10;0;1;Corporate Auto;Corporate L1;Offer1;Branch;331,2;Four-Door Car;Large;Group.3;0,52;358,8
6989;Basic;Bachelor;Employed;M;48107;17,4;78,8;Suburban;Divorced;190;6;34;2;2;Corporate Auto;Corporate L2;Offer1;Call Center;912;Luxury SUV;Small;Group.3;0,858823529;5548
6996;Basic;Master;Employed;M;58645;17,2;77,7;Urban;Married;93,62241888;15;44;0;2;Personal Auto;Personal L2;Offer2;Agent;427,723646;SUV;Medsize;Group.3;0,896168118;3691,662785
7002;Basic;College;Employed;F;47829;17,3;78,2;Suburban;Married;117;23;37;1;1;Personal Auto;Personal L3;Offer3;Call Center;561,6;SUV;Medsize;Group.3;0,87027027;3767,4
7003;Premium;Bachelor;Disabled;F;13128;28,5;74,5;Suburban;Married;118;11;21;0;1;Personal Auto;Personal L1;Offer4;Call Center;771,878514;Four-Door Car;Medsize;Group.3;0,68850746;1706,121486
7007;Basic;High School or Below;Employed;M;72421;18,8;72,4;Suburban;Married;65;8;23;0;1;Personal Auto;Personal L2;Offer2;Call Center;312;Four-Door Car;Small;Group.3;0,791304348;1183
7008;Basic;Bachelor;Employed;M;35396;17,6;77,7;Suburban;Divorced;70;32;12;0;3;Personal Auto;Personal L3;Offer4;Call Center;336;Two-Door Car;Medsize;Group.3;0,6;504
7018;Basic;College;Employed;M;23706;16,6;79;Suburban;Married;93,62241888;1;56;1;2;Corporate Auto;Corporate L3;Offer3;Web;326,4;Four-Door Car;Medsize;Group.3;0,937743849;4916,455457
7024;Extended;Bachelor;Unemployed;M;0;12,8;79,9;Suburban;Single;85;34;31;0;3;Corporate Auto;Corporate L3;Offer2;Call Center;872,203927;Four-Door Car;Small;Group.3;0,668992817;1762,796073
7025;Extended;Doctor;Unemployed;M;0;28,9;76,5;Suburban;Married;85;27;29;0;1;Corporate Auto;Corporate L2;Offer2;Call Center;595,160486;Two-Door Car;Large;Group.3;0,758555584;1869,839514
7031;Extended;High School or Below;Unemployed;M;0;28,9;78,9;Suburban;Married;80;7;77;0;2;Corporate Auto;Corporate L2;Offer1;Agent;384;Four-Door Car;Medsize;Group.3;0,937662338;5776
7036;Basic;Bachelor;Unemployed;M;44606,39071;28,2;78,9;Suburban;Divorced;73;34;2;0;4;Personal Auto;Corporate L3;Offer2;Branch;359,35328;Four-Door Car;Small;Group.3;-1,461323836;-213,35328
7041;Basic;College;Employed;M;37937;16,8;78,2;Suburban;Married;116;11;42;0;5;Personal Auto;Personal L3;Offer2;Call Center;556,8;SUV;Medsize;Group.3;0,885714286;4315,2
7051;Extended;Bachelor;Unemployed;M;44606,39071;12,9;81,5;Urban;Single;87;2;55;0;1;Personal Auto;Personal L3;Offer1;Branch;401,484738;Four-Door Car;Medsize;Group.3;0,916095144;4383,515262
7058;Extended;Bachelor;Employed;F;72334;28,2;76;Urban;Married;129;26;66;3;6;Corporate Auto;Corporate L2;Offer3;Call Center;412,829624;SUV;Medsize;Group.3;0,951511672;8101,170376
7077;Extended;High School or Below;Employed;M;40361;18,1;72,8;Rural;Married;98;3;98;0;1;Personal Auto;Personal L3;Offer2;Branch;71,169255;Four-Door Car;Medsize;Group.3;0,992589624;9532,830745
7080;Premium;Bachelor;Employed;M;74656;19,4;74,1;Urban;Divorced;111;0;6;0;2;Personal Auto;Personal L2;Offer3;Call Center;504,365927;Four-Door Car;Medsize;Group.3;0,242693803;161,634073
7088;Extended;College;Employed;F;62409;22,5;88;Urban;Divorced;89;16;50;0;2;Personal Auto;Personal L2;Offer2;Agent;392,686432;Four-Door Car;Small;Group.3;0,911755858;4057,313568
7098;Premium;College;Medical Leave;F;11854;28,5;77,2;Suburban;Married;113;19;64;0;2;Personal Auto;Personal L1;Offer1;Call Center;807,721213;Four-Door Car;Medsize;Group.3;0,888312885;6424,278787
7117;Extended;High School or Below;Employed;F;91123;21,9;88,3;Rural;Divorced;138;32;70;3;8;Corporate Auto;Corporate L1;Offer1;Agent;103,462381;SUV;Medsize;Group.3;0,989289609;9556,537619
7127;Premium;Bachelor;Employed;M;85942;28,8;78,3;Rural;Married;116;16;36;2;5;Personal Auto;Personal L2;Offer3;Agent;79,340118;Four-Door Car;Medsize;Group.3;0,98100093;4096,659882
7134;Extended;Bachelor;Employed;M;52408;19;72,8;Rural;Married;93,62241888;13;12;0;9;Personal Auto;Personal L1;Offer1;Agent;179,125777;Sports Car;Medsize;Group.3;0,840560111;944,3432495
7136;Extended;High School or Below;Employed;F;45893;22,4;88,3;Suburban;Married;97;3;75;0;2;Personal Auto;Personal L1;Offer2;Call Center;465,6;Two-Door Car;Medsize;Group.3;0,936;6809,4
7143;Basic;Bachelor;Employed;M;31093;22,9;89;Suburban;Married;63;3;78;0;3;Personal Auto;Personal L2;Offer2;Branch;302,4;Four-Door Car;Medsize;Group.3;0,938461538;4611,6
7149;Basic;High School or Below;Employed;M;24350;29,2;78,4;Suburban;Married;73;6;89;3;1;Corporate Auto;Corporate L2;Offer2;Branch;350,4;Four-Door Car;Medsize;Group.3;0,946067416;6146,6
7150;Basic;College;Employed;M;44843;13,2;81,2;Urban;Single;105;14;34;0;3;Personal Auto;Personal L2;Offer1;Branch;391,419263;SUV;Medsize;Group.3;0,89035875;3178,580737
7153;Extended;College;Employed;M;39101;17,2;79,6;Rural;Married;99;34;24;0;1;Personal Auto;Personal L3;Offer3;Branch;167,174678;Four-Door Car;Medsize;Group.3;0,929640287;2208,825322
7195;Basic;High School or Below;Employed;F;91603;18,6;73,1;Suburban;Married;64;18;37;5;8;Personal Auto;Personal L2;Offer2;Web;307,2;Four-Door Car;Large;Group.3;0,87027027;2060,8
7196;Basic;College;Employed;M;33247;22,1;88,9;Urban;Married;93,62241888;26;47;0;1;Special Auto;Special L3;Offer2;Web;284,956298;Four-Door Car;Medsize;Group.3;0,935240939;4115,297389
7201;Basic;Bachelor;Unemployed;F;44606,39071;18,6;72;Suburban;Married;93,62241888;12;56;3;1;Corporate Auto;Corporate L1;Offer4;Call Center;307,2;Two-Door Car;Medsize;Group.3;0,941405976;4935,655457
7215;Basic;Master;Employed;M;20252;28,2;76,8;Urban;Married;71;0;64;0;3;Personal Auto;Personal L3;Offer2;Call Center;198,227061;Four-Door Car;Medsize;Group.3;0,956376087;4345,772939
7220;Extended;Bachelor;Unemployed;M;0;17,5;79;Suburban;Single;88;29;81;0;1;Personal Auto;Personal L1;Offer3;Agent;633,6;Four-Door Car;Medsize;Group.3;0,911111111;6494,4
7229;Basic;Bachelor;Employed;F;97849;18,8;72,7;Urban;Married;62;32;45;0;2;Personal Auto;Special L3;Offer4;Agent;183,117146;Four-Door Car;Small;Group.3;0,934366614;2606,882854
7231;Extended;College;Employed;F;41479;17,4;77,9;Rural;Married;94;14;38;1;1;Personal Auto;Personal L1;Offer2;Call Center;19,575683;Two-Door Car;Large;Group.3;0,994519686;3552,424317
7247;Basic;High School or Below;Employed;M;34865;12,6;79,4;Urban;Married;69;15;16;0;1;Personal Auto;Corporate L1;Offer3;Call Center;255,946801;Four-Door Car;Medsize;Group.3;0,76816413;848,053199
7249;Extended;High School or Below;Employed;M;36168;13,5;81,2;Suburban;Divorced;90;16;14;0;1;Personal Auto;Personal L3;Offer3;Agent;432;Four-Door Car;Medsize;Group.3;0,657142857;828
7256;Basic;Bachelor;Employed;F;33068;28,1;77,2;Urban;Married;61;6;77;1;6;Personal Auto;Personal L1;Offer1;Branch;213,038013;Four-Door Car;Medsize;Group.3;0,954643812;4483,961987
7258;Premium;Bachelor;Employed;F;49564;22,2;87,6;Rural;Single;93,62241888;22;82;0;2;Corporate Auto;Corporate L3;Offer1;Agent;286,370988;Sports Car;Medsize;Group.3;0,962697726;7390,66736
7263;Basic;High School or Below;Employed;M;69346;17,1;78,6;Urban;Married;63;27;42;1;2;Special Auto;Special L3;Offer2;Branch;246,284609;Two-Door Car;Medsize;Group.3;0,906921916;2399,715391
7270;Extended;High School or Below;Employed;F;74835;17,1;78,9;Rural;Married;93,62241888;14;89;0;7;Corporate Auto;Corporate L2;Offer1;Branch;107,645982;SUV;Medsize;Group.3;0,987081028;8224,749298
7284;Basic;College;Employed;F;55350;28,7;77;Suburban;Married;67;0;13;0;9;Personal Auto;Personal L3;Offer1;Agent;321,6;Four-Door Car;Medsize;Group.3;0,630769231;549,4
7294;Extended;College;Employed;M;56225;19,1;74,6;Suburban;Divorced;97;10;95;0;3;Personal Auto;Personal L2;Offer1;Agent;465,6;Four-Door Car;Small;Group.3;0,949473684;8749,4
7296;Basic;High School or Below;Disabled;M;14909;12,5;80,6;Suburban;Married;199;31;95;0;6;Personal Auto;Personal L2;Offer1;Branch;1238,077611;Luxury Car;Medsize;Group.3;0,934510573;17666,92239
7302;Basic;College;Employed;F;68946;17,2;79;Urban;Married;71;15;31;0;8;Personal Auto;Personal L1;Offer1;Call Center;309,627788;Four-Door Car;Medsize;Group.3;0,85932404;1891,372212
7307;Basic;Bachelor;Employed;F;56680;16,6;78,4;Suburban;Single;100;9;78;2;3;Personal Auto;Personal L3;Offer1;Branch;480;SUV;Medsize;Group.3;0,938461538;7320
7308;Basic;Bachelor;Employed;F;21359;28,1;77,3;Suburban;Married;93,62241888;25;5;0;1;Personal Auto;Personal L3;Offer4;Agent;484,8;Sports Car;Medsize;Group.3;-0,035649379;-16,6879056
7310;Basic;Bachelor;Employed;F;86101;29;77,1;Urban;Married;102;4;73;0;1;Personal Auto;Personal L1;Offer1;Agent;344,736945;SUV;Medsize;Group.3;0,953701726;7101,263055
7318;Basic;Bachelor;Employed;M;25998;13,1;79,3;Suburban;Married;71;16;38;0;2;Personal Auto;Personal L2;Offer2;Call Center;791,878042;Four-Door Car;Medsize;Group.3;0,706494425;1906,121958
7323;Basic;Master;Employed;F;64341;19,5;72,4;Rural;Single;61;4;81;0;1;Personal Auto;Personal L2;Offer1;Agent;79,934072;Four-Door Car;Small;Group.3;0,983822289;4861,065928
7326;Basic;High School or Below;Employed;M;61894;16,7;77,6;Urban;Married;67;22;38;0;4;Personal Auto;Personal L3;Offer3;Branch;266,996814;Four-Door Car;Small;Group.3;0,895130866;2279,003186
7332;Basic;Bachelor;Employed;M;80055;17,4;79,6;Rural;Married;100;30;83;0;1;Corporate Auto;Corporate L2;Offer1;Branch;121,945071;SUV;Medsize;Group.3;0,985307823;8178,054929
7334;Extended;College;Employed;M;58345;28,3;76;Urban;Married;93,62241888;1;6;0;6;Personal Auto;Personal L1;Offer1;Branch;346,971517;Four-Door Car;Small;Group.3;0,38232117;214,7629963
7335;Extended;Bachelor;Employed;M;76549;17,6;79,8;Urban;Married;132;3;5;0;3;Personal Auto;Personal L3;Offer2;Agent;616,349424;SUV;Medsize;Group.3;0,066137236;43,650576
7342;Basic;Master;Employed;F;36212;28,4;77,3;Rural;Married;73;25;57;0;2;Personal Auto;Personal L2;Offer1;Agent;119,033795;Two-Door Car;Medsize;Group.3;0,971392984;4041,966205
7356;Extended;Bachelor;Medical Leave;F;13037;17,3;78,9;Suburban;Married;124;28;49;0;1;Personal Auto;Personal L1;Offer2;Agent;839,348464;SUV;Small;Group.3;0,861858383;5236,651536
7381;Basic;Bachelor;Employed;M;36913;17,2;79,1;Rural;Married;62;22;37;0;9;Personal Auto;Personal L1;Offer2;Branch;90,569696;Four-Door Car;Medsize;Group.3;0,960518877;2203,430304
7383;Basic;Bachelor;Unemployed;M;0;18,8;72,9;Suburban;Single;74;19;11;1;3;Personal Auto;Personal L3;Offer2;Agent;407,218947;Four-Door Car;Medsize;Group.3;0,499731023;406,781053
7384;Basic;Doctor;Medical Leave;M;12617;28,5;76,9;Suburban;Divorced;108;5;43;0;8;Personal Auto;Personal L3;Offer1;Branch;648,925597;SUV;Medsize;Group.3;0,860265806;3995,074403
7400;Premium;High School or Below;Employed;F;76157;18,7;72,3;Suburban;Married;116;15;80;0;1;Personal Auto;Personal L3;Offer2;Call Center;556,8;Two-Door Car;Small;Group.3;0,94;8723,2
7411;Extended;Bachelor;Unemployed;F;0;17,1;79;Suburban;Single;98;0;57;0;2;Personal Auto;Personal L3;Offer1;Call Center;705,6;Four-Door Car;Small;Group.3;0,873684211;4880,4
7414;Extended;College;Unemployed;F;44606,39071;13,3;78,6;Suburban;Single;93,62241888;30;64;3;9;Personal Auto;Personal L3;Offer1;Branch;662,4;Four-Door Car;Medsize;Group.3;0,889449556;5329,434808
7417;Extended;Bachelor;Disabled;M;10517;28,1;75,5;Urban;Single;92;14;65;0;3;Personal Auto;Personal L1;Offer1;Agent;441,540848;Four-Door Car;Medsize;Group.3;0,926163738;5538,459152
7424;Extended;High School or Below;Employed;M;78255;18,2;72,7;Suburban;Single;95;14;88;0;2;Personal Auto;Personal L3;Offer4;Branch;456;Four-Door Car;Small;Group.3;0,945454545;7904
7433;Basic;College;Employed;M;62464;19;71,9;Urban;Married;109;23;45;0;4;Corporate Auto;Corporate L1;Offer2;Agent;400,181882;Sports Car;Medsize;Group.3;0,91841348;4504,818118
7435;Basic;College;Employed;F;76530;19;73,3;Rural;Divorced;119;35;9;4;2;Personal Auto;Personal L2;Offer3;Call Center;254,149197;SUV;Medsize;Group.3;0,762699162;816,850803
7436;Basic;High School or Below;Unemployed;F;44606,39071;13,3;79,2;Suburban;Single;70;6;18;0;1;Special Auto;Special L1;Offer1;Branch;504;Four-Door Car;Small;Group.3;0,6;756
7439;Extended;Bachelor;Employed;F;37751;18,8;72,2;Rural;Single;93;15;42;0;3;Corporate Auto;Corporate L3;Offer1;Agent;56,692777;Four-Door Car;Medsize;Group.3;0,98548572;3849,307223
7444;Extended;Bachelor;Employed;F;20472;18,7;72,5;Suburban;Single;139;34;61;0;1;Corporate Auto;Corporate L3;Offer1;Agent;667,2;SUV;Medsize;Group.3;0,921311475;7811,8
7445;Basic;Master;Employed;M;80540;19,4;73,9;Rural;Married;63;27;74;0;2;Personal Auto;Personal L2;Offer4;Agent;65,845112;Four-Door Car;Medsize;Group.3;0,985876209;4596,154888
